LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION
0003050494-0001-8,MARIA BELMA GRANADOS,HACIENDA GRANADOS,654 E GAGE AVENUE,LOS ANGELES,654 GAGE 90001-1512,,,,722110,Full-service restaurants,9,04/23/2018,,"(33.9816, -118.2631)"
0000274968-0001-5,SIMION POPESCU,,5446 NEWCASTLE AVENUE #8,ENCINO,5446 NEWCASTLE 91316-2057,,,,722110,Full-service restaurants,5,05/01/1996,,"(34.1685, -118.5243)"
0000174440-0001-5,NUTRI STORES INC,QUIZNOS #6068,201 N LOS ANGELES STREET #22,LOS ANGELES,201 LOS ANGELES 90012-3317,467 N ROBINWOOD DRIVE,LOS ANGELES,90049-2327,722110,Full-service restaurants,14,09/30/2004,,"(34.0534, -118.2408)"
0000950420-0001-0,SPARK I LLC,SPARK WOODFIRE COOKING,11801 VENTURA BLVD,STUDIO CITY,11801 VENTURA 91604-2618,3547   VOYAGER STREET   #201,TORRANCE,90503-1673,722110,Full-service restaurants,2,05/01/1999,,"(34.142, -118.3894)"
0002080996-0006-3,CBC RESTAURANT CORP,CORNER BAKERY CAFE,19500 PLUMMER STREET UNIT #G3,NORTHRIDGE,19500 PLUMMER 91324-2144,12700   PARK CENTRAL DRIVE   SUITE #1300,DALLAS,75251-1523,722110,Full-service restaurants,12,10/28/2013,,"(34.2427, -118.5579)"
0003116070-0001-3,ANA D BARAHONA,CASA BAJA,808   WALL STREET,LOS ANGELES,808 WALL 90014-2321,808   WALL STREET,LOS ANGELES,90014-2321,722110,Full-service restaurants,14,03/28/2019,,"(34.0398, -118.2505)"
0003021000-0001-2,SHRI DHANYALAKSHMI LLC,SWAGATHAM VEGETARIAN CUISINE,22950   VANOWEN STREET   SUITE #B,WEST HILLS,22950 VANOWEN 91307-2551,1710   WYCHOFF AVENUE,SIMI VALLEY,93063-4243,722110,Full-service restaurants,12,12/01/2017,,"(34.1978, -118.6377)"
0000285941-0001-0,KATHY WALEERAT HOLLIDAY,KATHY HOLLIDAY NOVELTIES,8023 VIA LATINA,BURBANK,8023 VIA LATINA 91504-1521,,,,722110,Full-service restaurants,2,01/01/1996,,"(34.2161, -118.336)"
0000409909-0002-9,TONE INC,EGG PLANT,11266 VENTURA BLVD,STUDIO CITY,11266 VENTURA 91604-3135,,,,722110,Full-service restaurants,2,06/16/2009,,"(34.1413, -118.3753)"
0000982853-0001-1,SUSHI BOY INC,SUSHI BOY,1400 W 190TH STREET,TORRANCE,1400 190TH 90501-1139,19401 S VERMONT AVENUE   SUITE #E102,TORRANCE,90502-4431,722110,Full-service restaurants,15,10/01/1999,,"(33.8583, -118.3021)"
0003068257-0001-5,HEDEMENT INC,KABABE,18677   DEVONSHIRE STREET,NORTHRIDGE,18677 DEVONSHIRE 91324-1310,,,,722110,Full-service restaurants,12,07/20/2018,,"(34.2574, -118.5399)"
0002800869-0001-0,NICKER FIGUEROA INC,,15235 S FIGUEROA STREET,GARDENA,15235 FIGUEROA 90248-1725,20790   LEAPWOOD AVENUE,CARSON,90746-3610,722110,Full-service restaurants,15,01/01/2014,,"(33.8934, -118.283)"
0003056926-0001-6,ATAOLLAH BEHESHTI,KABAB KABAB,12727   SHERMAN WAY   UNIT #B08,NORTH HOLLYWOOD,12727 SHERMAN 91605-5032,,,,722110,Full-service restaurants,2,05/25/2018,,"(34.2022, -118.4107)"
0000654713-0001-7,EAT HEAVY L. P.,THE 101 COFFEE SHOP,6145 FRANKLIN AVENUE,LOS ANGELES,6145 FRANKLIN 90028-5220,,,,722110,Full-service restaurants,13,01/01/2002,,"(34.1052, -118.3232)"
0003061816-0001-4,SOLIVE LLC,BIG MAMA'S AND PAPA'S PIZZA,657 S FLOWER STREET,LOS ANGELES,657 FLOWER 90017-2805,,,,722110,Full-service restaurants,14,06/22/2018,,"(34.0492, -118.2585)"
0003040182-0001-4,IHSUS400.INC,,3929 W OLYMPIC BLVD,LOS ANGELES,3929 OLYMPIC 90019-3256,,,,722110,Full-service restaurants,4,03/06/2018,,"(34.054, -118.3203)"
0003074060-0001-8,PICO AND LA BREA GROUP INC,LUCY'S DRIVE IN,1373 S LA BREA AVENUE,LOS ANGELES,1373 LA BREA 90019-2916,,,,722110,Full-service restaurants,10,05/01/2017,,"(34.0482, -118.3449)"
0002249337-0011-4,THE HABIT RESTAURANTS LLC,THE HABIT BURGER GRILL,10370   SEPULVEDA BLVD   SUITE #3D,MISSION HILLS,10370 SEPULVEDA 91345-2614,17320   RED HILL AVENUE   SUITE #140,IRVINE,92614-5695,722110,Full-service restaurants,7,11/29/2017,,"(0.0, 0.0)"
0002995021-0004-7,"POLLO CAMPERO OF CALIFORNIA, LLC",POLLO CAMPERO,9000   SEPULVEDA BLVD,NORTH HILLS,9000 SEPULVEDA 91343-4308,12404   PARK CENTRAL DRIVE   SIDE #250,DALLAS,75251-1803,722110,Full-service restaurants,7,10/30/2017,,"(34.2339, -118.4671)"
0000652060-0001-0,DEBORAH KOJIMA,RESTAURANT TATSUKI,21630 VENTURA BLVD,WOODLAND HILLS,21630 VENTURA 91364-1921,6333   CANOGA AVENUE   APARTMENT #185,WOODLAND HILLS,91367-2566,722110,Full-service restaurants,3,08/01/1988,,"(34.1682, -118.6)"
0003108095-0001-1,W.ADAMS LLC,VEES CAFE,5418 W ADAMS BLVD,LOS ANGELES,5418 ADAMS 90016-2604,2041   VIRGINIA AVENUE   #D,SANTA MONICA,90404-4824,722110,Full-service restaurants,10,02/26/2019,,"(34.0324, -118.3613)"
0003057226-0001-6,AL CIEN INC,,636 N AVALON BLVD,WILMINGTON,636 AVALON 90744-5808,636 N AVALON BLVD,WILMINGTON,90744-5808,722110,Full-service restaurants,15,06/15/2018,,"(33.7783, -118.262)"
0003160787-0001-4,MARINA FAT TOMATO INC,FAT TOMATO,13352 W WASHINGTON BLVD,LOS ANGELES,13352 Washington 90066-5108,,,,722110,Full-service restaurants,11,11/12/2019,,"(33.9923, -118.4435)"
0002742897-0001-6,MAC ACQUISITION LLC,ROMANO'S MACARONI GRILL,19400 PLUMMER STREET UNIT #203,NORTHRIDGE,19400 PLUMMER 91324-2142,1855   BLAKE STREET   SUITE #200,DENVER,80202-1288,722110,Full-service restaurants,12,12/18/2008,,"(34.2427, -118.5557)"
0003009930-0001-2,BANGKOK BLVD BISTRO,THAI BLVD BISTRO,20935   VANOWEN STREET   SUITE #102,CANOGA PARK,20935 VANOWEN 91303,20935   VANOWEN STREET   #SUIT102,CANOGA PARK,91303-3840,722110,Full-service restaurants,3,10/01/2017,,"(34.1941, -118.5897)"
0003046353-0002-6,GLORIA'S CUISINE LA INC,,231 N AVENUE 50,LOS ANGELES,231 AVENUE 50 90042-3905,,,,722110,Full-service restaurants,1,01/31/2018,,"(34.107, -118.2034)"
0000646345-0001-2,S/M ALPINE INTERNATIONAL INC,CASABLANCA RESTAURANT,2000 E OLYMPIC BLVD,LOS ANGELES,2000 OLYMPIC 90021-2424,,,,722110,Full-service restaurants,14,11/17/1998,,"(34.027, -118.2368)"
0003106347-0001-2,1145 RESTAURANT LLC,BREWIN' COFFEE,1145   WESTWOOD BLVD,LOS ANGELES,1145 WESTWOOD 90024-3411,,,,722110,Full-service restaurants,5,02/21/2019,,"(34.0598, -118.445)"
0003058321-0001-9,BABY J'S BURGERS,BABY J'S BURGERS,1030 E 25TH STREET,LOS ANGELES,1030 25TH 90011-1629,13600   SYLVAN STREET,VAN NUYS,91401-2422,722110,Full-service restaurants,9,06/01/2018,,"(34.0196, -118.2549)"
0002507330-0001-1,MARTHA XENIA DOMINGUEZ,COSTA AZUL MIX,16441 VANOWEN STREET,VAN NUYS,16441 VANOWEN 91406-4730,,,,722110,Full-service restaurants,6,04/01/2007,,"(34.1939, -118.4902)"
0003110112-0001-5,JH HOSPITALITY LLC,,8553   SATURN STREET   APARTMENT #5,LOS ANGELES,8553 SATURN 90035,8553   SATURN STREET   APARTMENT #5,LOS ANGELES,90035-3618,722110,Full-service restaurants,5,11/01/2018,,"(34.0519, -118.377)"
0003088937-0003-4,"OHB RESTAURANT, LLC",ONO HAWAIIAN BBQ,5539 W SUNSET BLVD,HOLLYWOOD,5539 SUNSET 90028-8521,21700   COPLEY DRIVE   SUITE #320,DIAMOND BAR,91765-5499,722110,Full-service restaurants,13,01/01/2019,,"(34.0983, -118.3106)"
0002537909-0001-0,ERNESTO BARAJAS MANZO,TAMALE MAN ORIGINAL,3320 N EASTERN AVENUE,LOS ANGELES,3320 EASTERN 90032-1932,,,,722110,Full-service restaurants,14,01/12/2011,,"(34.0839, -118.178)"
0000003076-0001-3,MARLENE Y CASTELLON,FLOR BLANCA RESTAURANT,806 S ALVARADO STREET,LOS ANGELES,806 ALVARADO 90057-4010,,,,722110,Full-service restaurants,1,02/02/1992,,"(34.0547, -118.2778)"
0002683382-0006-7,"APELILA AND J, LLC",ONO HAWAIIAN BBQ,10394   SEPULVEDA BLVD,MISSION HILLS,10394 SEPULVEDA 91345-2422,21700   COPLEY DRIVE   SUITE #320,DIAMOND BAR,91765-5499,722110,Full-service restaurants,7,09/08/2018,,"(34.2583, -118.4669)"
0002527308-0001-0,THE HAZELTINE GROUP LLC,THE LOCAL PEASANT,14058 VENTURA BLVD,SHERMAN OAKS,14058 VENTURA 91423-3532,3143   DONA SARITA PLACE,STUDIO CITY,91604-4345,722110,Full-service restaurants,4,06/11/2010,,"(34.1493, -118.439)"
0003064131-0001-3,CATERIN I ECHEVERRIA,PASEO EL DORADO RESTAURANT,254 W FLORENCE AVENUE,LOS ANGELES,254 FLORENCE 90003-1872,,,,722110,Full-service restaurants,9,06/15/2018,,"(33.9745, -118.2778)"
0000317439-0001-7,ELLEN AZIZIAN,GRANADA HILLS PIZZA COOKERY,10371 BALBOA BLVD,GRANADA HILLS,10371 BALBOA 91344-7318,,,,722110,Full-service restaurants,12,03/01/1996,,"(34.2591, -118.5023)"
0002969270-0002-1,FLEISHIKS 1 LLC,CHARCOAL,7563   BEVERLY BLVD,LOS ANGELES,7563 BEVERLY 90036-2728,3029 NE 188TH STREET   #517,AVENTURA,33180-2995,722110,Full-service restaurants,5,05/01/2019,,"(34.0764, -118.3548)"
0003045055-0001-5,"ONLY AT DINING GROUP, LLC",OTONO,5715 N FIGUEROA STREET,LOS ANGELES,5715 FIGUEROA 90042-4201,5715 N FIGUEROA STREET,LOS ANGELES,90042-4201,722110,Full-service restaurants,1,02/15/2017,,"(34.1101, -118.1926)"
0002162548-0002-6,RICARDO JUAN MARQUEZ,LA CALETA PERUVIAN GRILL,14006 RIVERSIDE DRIVE UNIT #FC3,SHERMAN OAKS,14006 Riverside 91423-6435,14540 VICTORY BLVD SUITE #100A,VAN NUYS,91411-1600,722110,Full-service restaurants,14,09/15/2019,,"(34.157, -118.4353)"
0002276085-0001-9,KATSUYA - H&V LLC,KATSUYA HOLLYWOOD | KATSUYA HOLLYWOOD,6300 HOLLYWOOD BLVD,LOS ANGELES,6300 HOLLYWOOD 90028-6303,5900   WILSHIRE BLVD   SUITE #3000,LOS ANGELES,90036-5030,722110,Full-service restaurants,13,09/19/2007,,"(34.1016, -118.3266)"
0000041726-0037-4,YOSHINOYA AMERICA INC,BEF BOWL 1262,8400   SUNLAND BLVD,SUN VALLEY,8400 SUNLAND 91352-3436,991   KNOX STREET,TORRANCE,90502-1006,722110,Full-service restaurants,6,06/11/2018,,"(34.2241, -118.3655)"
0002592691-0001-3,G & D INVESTMENTS - DOWNTOWN LP,THE COUNTER RESTAURANT,725 W 7TH STREET,LOS ANGELES,725 7TH 90017-3703,POST OFFICE BOX #470139,LOS ANGELES,90047-9639,722110,Full-service restaurants,14,12/28/2011,,"(34.0481, -118.2579)"
0002342045-0001-1,AJA INC,TOMMY'S OF WESTWOOD,970 GAYLEY AVENUE,LOS ANGELES,970 GAYLEY 90024-2806,19227   NASHVILLE STREET,PORTER RANCH,91326-2636,722110,Full-service restaurants,5,01/02/2008,,"(34.0627, -118.4483)"
0002875617-0001-7,SBJP INC,,3136 W 8TH STREET,LOS ANGELES,3136 8TH 90005-1903,12750   CENTER COURT DRIVE S SUITE #230,CERRITOS,90703-9341,722110,Full-service restaurants,10,12/24/2015,,"(34.0576, -118.2961)"
0002883012-0001-7,CORN N CRAB LLC,CORN N CRAB,21013   SHERMAN WAY   #3,CANOGA PARK,21013 SHERMAN 91303-3674,6446   ELLENVIEW AVENUE,WEST HILLS,91307-2714,722110,Full-service restaurants,3,02/01/2016,,"(34.2012, -118.591)"
0003121710-0001-9,3160 8TH LLC,ONDAL RESTAURANT,3160 W 8TH STREET,LOS ANGELES,3160 8TH 90005-1905,,,,722110,Full-service restaurants,10,04/01/2019,,"(34.0575, -118.2968)"
0003088043-0001-0,SPACE LLC,ITAEWON,414 S WESTERN AVENUE   UNIT #D,LOS ANGELES,414 WESTERN 90020-4191,,,,722110,Full-service restaurants,10,09/27/2018,,"(34.0668, -118.3086)"
0003040230-0001-5,ZENG XING WANG INC,LITTLE BEIJING CHINESE FAST FOOD,3106 N EASTERN AVENUE,LOS ANGELES,3106 EASTERN 90032-2104,,,,722110,Full-service restaurants,14,03/07/2018,,"(34.0814, -118.1777)"
0002721630-0002-4,HOPIA LIKE IT INC,HOPIA LIKE IT,17705   CHATSWORTH STREET,GRANADA HILLS,17705 CHATSWORTH 91344-5604,,,,722110,Full-service restaurants,12,03/01/2018,,"(34.265, -118.5198)"
0002202317-0003-0,ISABEL ALVARADO DE MONTANO,FIESTA MEXICANA EL PAISANO,1075 N WESTERN AVENUE   #105,LOS ANGELES,1075 WESTERN 90029-2307,,,,722110,Full-service restaurants,13,05/02/2018,,"(34.0903, -118.3096)"
0000603190-0001-4,FB BRENTWOOD LLC,,12005 WILSHIRE BLVD,LOS ANGELES,12005 WILSHIRE 90025-1201,2777   PARADISE ROAD   UNIT #802,LAS VEGAS,89109-9094,722110,Full-service restaurants,11,03/10/2002,,"(34.0454, -118.4658)"
0000260017-0001-3,FANA FOODS INC,AMECI PIZZA/PASTA,23709 VANOWEN STREET,CANOGA PARK,23709 VANOWEN 91307-3030,6603 INDEPENDENCE AVENUE #C,CANOGA PARK,91303-2974,722110,Full-service restaurants,12,12/01/1984,,"(34.1932, -118.6429)"
0003056359-0001-1,RAHINIA BEGUM,ASSAM INDIAN KITCHEN,10719   BURBANK BLVD,NORTH HOLLYWOOD,10719 BURBANK 91601-2515,,,,722110,Full-service restaurants,2,05/22/2018,,"(34.1724, -118.3644)"
0000825798-0001-8,ANDRE DE MONTESQUIOU/DAVE NAJARIAN,CALIFORNIA CHICKEN CAFE,6805 MELROSE AVENUE,LOS ANGELES,6805 MELROSE 90038-3303,POST OFFICE BOX #1284,PICO RIVERA,90660-1284,722110,Full-service restaurants,5,01/06/1991,,"(34.0834, -118.3406)"
0003061812-0001-6,TJK INCORPORATED,BABOUCH MOROCCAN RESTAURANT,810 S GAFFEY STREET,SAN PEDRO,810 GAFFEY 90731-3613,810 S GAFFEY STREET   BUILDING,SAN PEDRO,90731-3613,722110,Full-service restaurants,15,11/14/2017,,"(33.7367, -118.2921)"
0003158810-0001-7,"KYO F&B, INC.",NOMURA SUSHI,14622   VENTURA BLVD   SUITE #207,SHERMAN OAKS,14622 VENTURA 91403,14622   VENTURA BLVD   SUITE #207,SHERMAN OAKS,91403-3664,722110,Full-service restaurants,4,11/01/2019,,"(34.151, -118.4522)"
0002856422-0002-4,POLLERITZER LLC,KAISERS',7473   MELROSE AVENUE,LOS ANGELES,7473 MELROSE 90046-7525,,,,722110,Full-service restaurants,5,02/09/2018,,"(34.0837, -118.3528)"
0002683382-0005-9,"APELILA AND J, LLC",,1313   SEPULVEDA BLVD   SUITE #1,TORRANCE,1313 SEPULVEDA 90501-5002,21700   COPLEY DRIVE   SUITE #320,DIAMOND BAR,91765-5499,722110,Full-service restaurants,15,07/08/2018,,"(33.8154, -118.3004)"
0002828440-0001-0,ATJ&B LLC,,3500 WILSHIRE BLVD UNIT #101,LOS ANGELES,3500 WILSHIRE 90010-2326,716   CORPORATE CENTER DRIVE,POMONA,91768-2652,722110,Full-service restaurants,10,12/01/2014,,"(34.0617, -118.3003)"
0000107548-0002-5,FRANCISCO J MEJIA,TAMALES ALBERTO ECHO PARK,1630 W SUNSET BLVD,LOS ANGELES,1630 SUNSET 90026-4227,,,,722110,Full-service restaurants,13,11/13/2018,,"(34.0768, -118.2577)"
0002363457-0001-7,NOBU LA LLC,NOBU LA,903 N LA CIENEGA BLVD,LOS ANGELES,903 LA CIENEGA 90069-4709,40 W 57TH STREET   SUITE #320,NEW YORK,10019-4034,722110,Full-service restaurants,5,03/05/2008,,"(34.0875, -118.3764)"
0000178206-0001-1,MULBERRY STREET PIZZERIA INC,,17040 VENTURA BLVD,ENCINO,17040 VENTURA 91316-4129,15300 VENTURA BLVD #315,SHERMAN OAKS,91403-5870,722110,Full-service restaurants,5,01/01/1995,,"(34.0, -119.0)"
0003161417-0001-1,CARLOS H AVILES CRUZ,AVILES TACOS MEXICO # 2,18125 SATICOY STREET SUITE #A,RESEDA,18125 Saticoy 91335-3151,,,,722110,Full-service restaurants,12,09/06/2019,,"(34.2085, -118.5281)"
0003069436-0001-7,TRAKTIR GROUP INC,TRAKTIR RESTAURANT,18588   VENTURA BLVD,TARZANA,18588 VENTURA 91356-4146,112 N HAMILTON DRIVE   UNIT #207,BEVERLY HILLS,90211-2280,722110,Full-service restaurants,3,08/08/2018,,"(34.1694, -118.5383)"
0003031295-0001-1,SU YOUNG HONG,SAM SIK E,2424 S SAN PEDRO STREET,LOS ANGELES,2424 SAN PEDRO 90011-1503,200 S RENO STREET   #209,LOS ANGELES,90057-1179,722110,Full-service restaurants,9,02/06/2018,,"(34.0225, -118.2603)"
0003078598-0001-5,ORIGINAL AVE 26 LLC,,3277 E CESAR E CHAVEZ AVENUE,LOS ANGELES,3277 CESAR E CHAVEZ 90063-2853,3940   MICHIGAN AVENUE,LOS ANGELES,90063-1842,722110,Full-service restaurants,14,09/28/2018,,"(34.0408, -118.1937)"
0002970120-0001-7,JUANA RODRIGUEZ AGUILAR,RODRIGUEZ HOT DOG,412 E 111TH STREET,LOS ANGELES,412 111TH 90061-3005,,,,722110,Full-service restaurants,8,02/28/2017,,"(33.9346, -118.2669)"
0000882658-0001-1,PALO VERDE INC,TACO BELL #833,2046 W MANCHESTER AVENUE,LOS ANGELES,2046 MANCHESTER 90047-2925,924 W COLFAX AVENUE #203,DENVER,80204-2629,722110,Full-service restaurants,8,06/01/1998,,"(33.9599, -118.3148)"
0002518296-0001-6,BRIDGE TAVERN LLC,VILLAINS TAVERN,1356 PALMETTO STREET,LOS ANGELES,1356 PALMETTO 90013-2229,1923   MICHELTORENA STREET,LOS ANGELES,90039-3536,722110,Full-service restaurants,14,08/01/2010,,"(34.0402, -118.2315)"
0003161571-0001-4,THE ROSALES GROUP LLC,,4976   HUNTINGTON DRIVE S,LOS ANGELES,4976 HUNTINGTON 90032-1645,4601   KLAMATH STREET,LOS ANGELES,90032-3228,722110,Full-service restaurants,14,04/01/2018,,"(34.0874, -118.174)"
0003024645-0001-1,EDWIN RAUL CANO,MAXIMOS PIZZA,4157   LONG BEACH AVENUE,LOS ANGELES,4157 LONG BEACH 90058-1507,3184   ESTARA AVENUE,LOS ANGELES,90065-2949,722110,Full-service restaurants,9,01/05/2018,,"(34.0075, -118.2435)"
0003097377-0001-2,328 W 2ND ST LLC,HILL STREET BAR & RESTAURANT,328 W 2ND STREET,LOS ANGELES,328 2ND 90012-3501,,,,722110,Full-service restaurants,14,11/15/2019,,"(34.0531, -118.2478)"
0000994532-0001-5,BICH HOA TRANG,CHOONY'S DONUTS & BAGEL INC / CHOONY'S DONUT,13796 FOOTHILL BLVD #110,SYLMAR,13796 FOOTHILL 91342-3165,,,,722110,Full-service restaurants,7,01/01/2000,,"(34.31, -118.4336)"
0003129012-0001-9,GABRIEL MONTOYA,GARNACHAS,13714  1/2   SHERMAN WAY,VAN NUYS,13714 SHERMAN 91405-2669,2760 W LINCOLN AVENUE   #21,ANAHEIM,92801-6333,722110,Full-service restaurants,2,05/31/2019,,"(34.2011, -118.4315)"
0003032085-0001-8,KENJI777X LLC,THE VAULT BY KENJI,606 S HILL STREET   #B6,LOS ANGELES,606 HILL 90014-1720,700 E BIRCH STREET   #392,BREA,92822-2000,722110,Full-service restaurants,14,02/08/2018,,"(34.047, -118.253)"
0003069759-0001-2,INSOMNIA CAFE INC,INSOMNIA CAFE,7286   BEVERLY BLVD,LOS ANGELES,7286 BEVERLY 90036-2545,401 S GRAND VIEW STREET   UNIT #403,LOS ANGELES,90057-2882,722110,Full-service restaurants,5,08/01/2018,,"(34.0761, -118.3484)"
0003026139-0001-9,"TIPSY TAILS, INC",,6325   HOLLYWOOD BLVD,LOS ANGELES,6325 HOLLYWOOD 90028-6302,,,,722110,Full-service restaurants,13,01/14/2018,,"(34.102, -118.3277)"
0003032603-0001-9,DUIDOUGH CAFE LLC,,6334   SELMA AVENUE,LOS ANGELES,6334 SELMA 90028-6307,1645   VINE STREET   UNIT #412,LOS ANGELES,90028-8810,722110,Full-service restaurants,13,04/01/2018,,"(34.0998, -118.3287)"
0002260924-0001-6,HONDA YA INC,HONDA-YA LITTLE TOKYO,333 S ALAMEDA STREET SUITE #314,LOS ANGELES,333 ALAMEDA 90013-1735,3821   NEWPORT AVENUE   SUITE #160,TUSTIN,92780-2780,722110,Full-service restaurants,14,08/15/2007,,"(34.0448, -118.238)"
0002254782-0001-5,THE QUINTESSENTIAL GROUP LLC,SYCAMORE TAVERN | THE HAPPY ENDING BAR & RESTAURANT,7038 W SUNSET BLVD,LOS ANGELES,7038 SUNSET 90028-7521,3143   DONA SARITA PLACE,STUDIO CITY,91604-4345,722110,Full-service restaurants,4,07/14/2007,,"(34.0979, -118.3427)"
0000245565-0001-7,MAURICE J KRANT,MOS PLACE,203 CULVER BLVD,PLAYA DEL REY,203 CULVER 90293-7792,,,,722110,Full-service restaurants,11,06/29/1995,,"(33.9589, -118.4483)"
0003125819-0001-7,MEE JIN KANG,HIKARI SUSHI,8163   SANTA MONICA BLVD,WEST HOLLYWOOD,8163 SANTA MONICA 90046,10952   TOPEKA DRIVE,PORTER RANCH,91326-2322,722110,Full-service restaurants,0,06/01/2019,,"(34.0909, -118.367)"
0003023601-0001-1,WOOJIN FOOD INC,KKINI,859 S WESTERN AVENUE,LOS ANGELES,859 WESTERN 90005-3302,,,,722110,Full-service restaurants,10,11/30/2017,,"(34.0567, -118.3092)"
0003112425-0001-1,ABK19 INC,AT BANGKOK,2770   FLETCHER DRIVE,LOS ANGELES,2770 FLETCHER 90039-2437,2770   FLETCHER DRIVE,LOS ANGELES,90039-2437,722110,Full-service restaurants,13,03/01/2019,,"(34.1114, -118.2499)"
0002741495-0001-7,"PROPRIA, LLC",ALIMENTO,1710 SILVER LAKE BLVD,LOS ANGELES,1710 SILVER LAKE 90026-1222,2500 PANORAMA TERRACE,LOS ANGELES,90039-2540,722110,Full-service restaurants,13,06/01/2014,,"(34.0894, -118.2684)"
0002430092-0001-1,CESAROMURE INC,ADO,796 MAIN STREET,VENICE,796 MAIN 90291-3216,,,,722110,Full-service restaurants,11,05/15/2009,,"(33.9931, -118.4748)"
0000172055-0007-3,BON APPETIT MANAGEMENT CO,BON APPETIT @ SNAP,636 S VENICE,LOS ANGELES,636 VENICE 90291-,100   HAMILTON AVENUE   SUITE #400,PALO ALTO,94301-1651,722110,Full-service restaurants,11,10/03/2017,,"(0.0, 0.0)"
0000033398-0001-3,ARUT DURGARYAN,,2611 RISA DRIVE,GLENDALE,2611 RISA 91208-2322,,,,722110,Full-service restaurants,0,01/01/2003,,"(34.1847, -118.2255)"
0003119063-0001-5,JIM KIM COMPANY,SNOWFOX TOPANGA,6600   TOPANGA CANYON BLVD   UNIT #FC11,CANOGA PARK,6600 TOPANGA CANYON 91303-2677,11761   TELEGRAPH ROAD,SANTA FE SPRINGS,90670-3657,722110,Full-service restaurants,3,05/01/2019,,"(34.1914, -118.6039)"
0002902075-0002-8,CALIFORNIA FIESTA TAMALE INC,CALIFORNIA TAMALE HOUSE,7622   RESEDA BLVD,RESEDA,7622 RESEDA 91335-2822,,,,722110,Full-service restaurants,12,11/11/2017,,"(34.209, -118.5359)"
0002417882-0002-9,RANDOLPH MUNOZ JIMENEZ,MILAN'S PIZZERIA,9061   VAN NUYS BLVD,PANORAMA CITY,9061 VAN NUYS 91402-1812,,,,722110,Full-service restaurants,6,03/13/2019,,"(34.2345, -118.4504)"
0003120390-0001-8,SASABUNE EXPRESS LLC,SASABUNE EXPRESS,970   MONUMENT STREET   SUITE #118,PACIFIC PALISADES,970 MONUMENT 90272,970   MONUMENT STREET   SUITE #118,PACIFIC PALISADES,90272-3879,722110,Full-service restaurants,11,05/01/2019,,"(34.0464, -118.5238)"
0002757600-0002-6,"HSI HAVANA LAX F & B, LLC",8 OZ BURGER,400 WORLD WAY SPACE #2-4B,LOS ANGELES,400 WORLD 90045-5888,6905 ROCKLEDGE DRIVE,BETHESDA,20817-1828,722110,Full-service restaurants,11,12/04/2013,,"(33.9429, -118.4079)"
0003103390-0001-7,ESTHER O IKUYAJESIN,ADUKE AFRICAN CUISINE AND CATERING SERVICES,6118 W PICO BLVD,LOS ANGELES,6118 PICO 90035-2517,,,,722110,Full-service restaurants,10,02/12/2019,,"(34.0527, -118.3746)"
0002907626-0001-1,RONY JOSE VARGAS / FRANCISCO GARCIA CUEVAS,SUPER RASPADOS Y ANTOJITOS MEXICANOS,8332   SEPULVEDA BLVD   #5,NORTH HILLS,8332 SEPULVEDA 91343-6564,,,,722110,Full-service restaurants,6,04/28/2016,,"(34.2222, -118.4671)"
0002301814-0001-9,UROOS TRADING INC,,19711 RINALDI STREET,PORTER RANCH,19711 RINALDI 91326-4143,20218   VIA MEDICI,PORTER RANCH,91326-4059,722110,Full-service restaurants,12,01/01/2008,,"(34.2749, -118.5625)"
0003082830-0001-4,INDIRA PAOLA TOMASINO DURAN,PAOLA'S KITCHEN,21809   LANARK STREET   UNIT #5,CANOGA PARK,21809 LANARK 91304-4020,,,,722110,Full-service restaurants,3,10/26/2018,,"(34.2181, -118.6033)"
0002991781-0001-2,"MY GL COMPANY, INC",GON JI AM,4653   BEVERLY BLVD,LOS ANGELES,4653 BEVERLY 90004-3101,4653   BEVERLY BLVD,LOS ANGELES,90004-3101,722110,Full-service restaurants,4,07/01/2017,,"(34.0766, -118.311)"
0003101520-0001-3,950 GP LLC,GOLDEN PAGODA / HOP LOUIE,950   MEI LING WAY,LOS ANGELES,950 MEI LING 90012-1759,280 S BEVERLY DRIVE   #412,BEVERLY HILLS,90212-3904,722110,Full-service restaurants,1,09/29/2018,,"(34.0657, -118.2379)"
0003009800-0001-3,HYEONGSIKDANG,,1015   CROCKER STREET   #S-2,LOS ANGELES,1015 CROCKER 90021-2051,,,,722110,Full-service restaurants,14,05/01/2017,,"(34.034, -118.2513)"
0000571408-0001-7,HOLOMAN FOOD SERVICE INC,CHURCHS FRIED CHICKEN,8531 S FIGUEROA STREET,LOS ANGELES,8531 FIGUEROA 90003-2750,,,,722110,Full-service restaurants,8,02/02/1987,,"(33.9608, -118.2827)"
0003072449-0001-0,"JAZZCHRIS, INC.",BAMBOO FOREST RESTAURANT,14834   BURBANK BLVD,SHERMAN OAKS,14834 BURBANK 91411-3338,14834   BURBANK BLVD,SHERMAN OAKS,91411-3338,722110,Full-service restaurants,4,09/25/2018,,"(34.1719, -118.4565)"
